astro_beg,naut_beg,civ_beg,rise,set,civ_end,naut_end,astro_end
0516,0543,0609,0632,1829,1852,1918,1945
0515,0542,0608,0631,1829,1852,1919,1946
0514,0541,0607,0630,1830,1853,1919,1946
0513,0539,0606,0629,1830,1853,1920,1947
0512,0538,0605,0628,1831,1854,1920,1947
0511,0537,0604,0627,1831,1854,1921,1948
0509,0536,0603,0626,1832,1855,1921,1948
0508,0535,0602,0625,1832,1855,1922,1949
0507,0534,0601,0624,1833,1856,1922,1949
0506,0533,0600,0623,1833,1856,1923,1950
0505,0532,0559,0622,1834,1857,1923,1950
0504,0531,0558,0621,1834,1857,1924,1951
0503,0530,0557,0620,1834,1857,1924,1951
0502,0529,0555,0618,1835,1858,1925,1952
0500,0528,0554,0617,1835,1858,1925,1952
0459,0526,0553,0616,1836,1859,1926,1953
0458,0525,0552,0615,1836,1859,1926,1954
0457,0524,0551,0614,1837,1900,1927,1954
0456,0523,0550,0613,1837,1900,1927,1955
0455,0522,0549,0612,1838,1901,1928,1955
0454,0521,0548,0611,1838,1901,1928,1956
0452,0520,0547,0610,1839,1902,1929,1956
0451,0519,0546,0609,1839,1902,1929,1957
0450,0518,0545,0608,1839,1903,1930,1958
0449,0517,0544,0607,1840,1903,1930,1958
0448,0515,0543,0606,1840,1904,1931,1959
0447,0514,0542,0605,1841,1904,1932,1959
0445,0513,0541,0604,1841,1905,1932,2000
0444,0512,0540,0603,1842,1905,1933,2001
0443,0511,0539,0602,1842,1906,1933,2001
0442,0510,0538,0601,1843,1906,1934,2002
0441,0509,0536,0600,1843,1907,1934,2002
0440,0508,0535,0559,1844,1907,1935,2003
0439,0507,0534,0558,1844,1908,1935,2004
0438,0506,0533,0557,1845,1908,1936,2004
0436,0505,0532,0556,1845,1909,1937,2005
0435,0504,0532,0555,1846,1909,1937,2006
0434,0503,0531,0554,1846,1910,1938,2006
0433,0502,0530,0553,1847,1910,1938,2007
0432,0501,0529,0552,1847,1911,1939,2008
0431,0500,0528,0552,1848,1911,1940,2008
0430,0459,0527,0551,1848,1912,1940,2009
0429,0458,0526,0550,1849,1912,1941,2010
0428,0457,0525,0549,1849,1913,1941,2010
0427,0456,0524,0548,1850,1914,1942,2011
0426,0455,0523,0547,1850,1914,1943,2012
0425,0454,0522,0546,1851,1915,1943,2013
0424,0453,0522,0546,1851,1915,1944,2013
0423,0452,0521,0545,1852,1916,1945,2014
0422,0451,0520,0544,1852,1916,1945,2015
0421,0450,0519,0543,1853,1917,1946,2015
0420,0450,0518,0543,1853,1918,1946,2016
0419,0449,0518,0542,1854,1918,1947,2017
0418,0448,0517,0541,1854,1919,1948,2018
0417,0447,0516,0541,1855,1919,1948,2018
0416,0446,0515,0540,1855,1920,1949,2019
0415,0445,0515,0539,1856,1920,1950,2020
0414,0445,0514,0539,1856,1921,1950,2021
0414,0444,0513,0538,1857,1922,1951,2021
0413,0443,0513,0537,1857,1922,1952,2022
0412,0443,0512,0537,1858,1923,1952,2023
0411,0442,0511,0536,1858,1923,1953,2024
0410,0441,0511,0536,1859,1924,1954,2024
0410,0441,0510,0535,1900,1925,1954,2025
0409,0440,0510,0535,1900,1925,1955,2026
0408,0439,0509,0534,1901,1926,1956,2027
0408,0439,0509,0534,1901,1926,1956,2027
0407,0438,0508,0533,1902,1927,1957,2028
0406,0438,0508,0533,1902,1927,1958,2029
0406,0437,0507,0533,1903,1928,1958,2030
0405,0437,0507,0532,1903,1929,1959,2030
0405,0436,0506,0532,1904,1929,1959,2031
0404,0436,0506,0531,1904,1930,2000,2032
0404,0435,0506,0531,1905,1930,2001,2032
0403,0435,0505,0531,1905,1931,2001,2033
0403,0435,0505,0531,1906,1931,2002,2034
0402,0434,0505,0530,1906,1932,2002,2034
0402,0434,0504,0530,1907,1932,2003,2035
0401,0434,0504,0530,1907,1933,2004,2036
0401,0433,0504,0530,1908,1933,2004,2036
0401,0433,0504,0529,1908,1934,2005,2037
0400,0433,0504,0529,1909,1934,2005,2038
0400,0433,0503,0529,1909,1935,2006,2038
0400,0432,0503,0529,1910,1935,2006,2039
0400,0432,0503,0529,1910,1936,2007,2039
0400,0432,0503,0529,1910,1936,2007,2040
0359,0432,0503,0529,1911,1937,2008,2040
0359,0432,0503,0529,1911,1937,2008,2041
0359,0432,0503,0529,1912,1938,2009,2041
0359,0432,0503,0529,1912,1938,2009,2042
0359,0432,0503,0529,1912,1938,2009,2042
0359,0432,0503,0529,1913,1939,2010,2043
0359,0432,0503,0529,1913,1939,2010,2043
0359,0432,0503,0529,1913,1939,2011,2044
0359,0432,0503,0529,1914,1940,2011,2044
0359,0432,0503,0529,1914,1940,2011,2044
0359,0432,0503,0529,1914,1940,2012,2045
0359,0432,0504,0530,1914,1941,2012,2045
0359,0432,0504,0530,1915,1941,2012,2045
0400,0433,0504,0530,1915,1941,2012,2045
0400,0433,0504,0530,1915,1941,2013,2046
0400,0433,0504,0530,1915,1941,2013,2046
0400,0433,0505,0531,1916,1942,2013,2046
0401,0434,0505,0531,1916,1942,2013,2046
0401,0434,0505,0531,1916,1942,2013,2046
0401,0434,0505,0531,1916,1942,2013,2046
0402,0434,0506,0532,1916,1942,2013,2046
0402,0435,0506,0532,1916,1942,2013,2046
0402,0435,0506,0532,1916,1942,2013,2046
0403,0436,0507,0533,1916,1942,2013,2046
0403,0436,0507,0533,1916,1942,2013,2046
0404,0436,0508,0533,1916,1942,2013,2046
0404,0437,0508,0534,1916,1942,2013,2046
0405,0437,0508,0534,1916,1942,2013,2046
0405,0438,0509,0535,1916,1942,2013,2046
0406,0438,0509,0535,1916,1942,2013,2046
0406,0439,0510,0535,1916,1942,2013,2045
0407,0439,0510,0536,1916,1942,2013,2045
0407,0440,0510,0536,1916,1942,2012,2045
0408,0440,0511,0537,1916,1941,2012,2044
0408,0441,0511,0537,1916,1941,2012,2044
0409,0441,0512,0538,1915,1941,2012,2044
0410,0442,0512,0538,1915,1941,2011,2043
0410,0442,0513,0539,1915,1940,2011,2043
0411,0443,0513,0539,1915,1940,2011,2043
0411,0443,0514,0539,1914,1940,2010,2042
0412,0444,0514,0540,1914,1939,2010,2042
0413,0445,0515,0540,1914,1939,2009,2041
0413,0445,0515,0541,1913,1939,2009,2041
0414,0446,0516,0541,1913,1938,2008,2040
0415,0446,0517,0542,1913,1938,2008,2039
0416,0447,0517,0542,1912,1937,2007,2039
0416,0448,0518,0543,1912,1937,2007,2038
0417,0448,0518,0543,1911,1936,2006,2037
0418,0449,0519,0544,1911,1936,2006,2037
0418,0449,0519,0544,1910,1935,2005,2036
0419,0450,0520,0545,1910,1935,2004,2035
0420,0451,0520,0545,1909,1934,2004,2035
0420,0451,0521,0546,1909,1934,2003,2034
0421,0452,0521,0546,1908,1933,2002,2033
0422,0452,0522,0547,1907,1932,2002,2032
0423,0453,0522,0547,1907,1932,2001,2031
0423,0454,0523,0548,1906,1931,2000,2031
0424,0454,0524,0548,1906,1930,1959,2030
0425,0455,0524,0549,1905,1929,1959,2029
0425,0456,0525,0549,1904,1929,1958,2028
0426,0456,0525,0550,1904,1928,1957,2027
0427,0457,0526,0550,1903,1927,1956,2026
0427,0457,0526,0551,1902,1926,1955,2025
0428,0458,0527,0551,1901,1926,1954,2024
0429,0458,0527,0552,1901,1925,1954,2023
0429,0459,0528,0552,1900,1924,1953,2022
0430,0500,0528,0553,1859,1923,1952,2021
0431,0500,0529,0553,1858,1922,1951,2020
0432,0501,0529,0553,1857,1921,1950,2019
0432,0501,0530,0554,1856,1920,1949,2018
0433,0502,0530,0554,1856,1920,1948,2017
0433,0503,0531,0555,1855,1919,1947,2016
0434,0503,0531,0555,1854,1918,1946,2015
0435,0504,0532,0556,1853,1917,1945,2014
0435,0504,0532,0556,1852,1916,1944,2013
0436,0505,0533,0557,1851,1915,1943,2011
0437,0505,0533,0557,1850,1914,1942,2010
0437,0506,0534,0557,1849,1913,1941,2009
0438,0506,0534,0558,1848,1912,1940,2008
0438,0507,0535,0558,1847,1911,1939,2007
0439,0507,0535,0559,1846,1910,1937,2006
0440,0508,0536,0559,1845,1909,1936,2005
0440,0508,0536,0600,1844,1908,1935,2003
0441,0509,0536,0600,1843,1907,1934,2002
0441,0509,0537,0600,1842,1906,1933,2001
0442,0510,0537,0601,1841,1905,1932,2000
0442,0510,0538,0601,1840,1903,1931,1959
0443,0511,0538,0602,1839,1902,1930,1958
0444,0511,0539,0602,1838,1901,1929,1956
0444,0512,0539,0602,1837,1900,1927,1955
0445,0512,0540,0603,1836,1859,1926,1954
0445,0513,0540,0603,1835,1858,1925,1953
0446,0513,0540,0604,1834,1857,1924,1952
0446,0514,0541,0604,1833,1856,1923,1950
0447,0514,0541,0604,1832,1855,1922,1949
0447,0515,0542,0605,1830,1854,1921,1948
0448,0515,0542,0605,1829,1852,1919,1947
0448,0515,0542,0606,1828,1851,1918,1946
0449,0516,0543,0606,1827,1850,1917,1944
0449,0516,0543,0606,1826,1849,1916,1943
0450,0517,0544,0607,1825,1848,1915,1942
0450,0517,0544,0607,1824,1847,1914,1941
0451,0518,0544,0607,1823,1846,1913,1940
0451,0518,0545,0608,1822,1845,1911,1938
0451,0518,0545,0608,1821,1844,1910,1937
0452,0519,0546,0609,1819,1842,1909,1936
0452,0519,0546,0609,1818,1841,1908,1935
0453,0520,0546,0609,1817,1840,1907,1934
0453,0520,0547,0610,1816,1839,1906,1933
0454,0521,0547,0610,1815,1838,1905,1932
0454,0521,0548,0611,1814,1837,1904,1930
0455,0521,0548,0611,1813,1836,1902,1929
0455,0522,0549,0611,1812,1835,1901,1928
0456,0522,0549,0612,1811,1834,1900,1927
0456,0523,0549,0612,1810,1833,1859,1926
0456,0523,0550,0613,1809,1831,1858,1925
0457,0524,0550,0613,1807,1830,1857,1924
0457,0524,0551,0614,1806,1829,1856,1923
0458,0524,0551,0614,1805,1828,1855,1922
0458,0525,0551,0614,1804,1827,1854,1921
0459,0525,0552,0615,1803,1826,1853,1920
0459,0526,0552,0615,1802,1825,1852,1918
0459,0526,0553,0616,1801,1824,1851,1917
0500,0527,0553,0616,1800,1823,1850,1916
0500,0527,0554,0617,1759,1822,1849,1915
0501,0527,0554,0617,1758,1821,1848,1915
0501,0528,0555,0618,1757,1820,1847,1914
0502,0528,0555,0618,1756,1819,1846,1913
0502,0529,0556,0619,1755,1818,1845,1912
0503,0529,0556,0619,1754,1817,1844,1911
0503,0530,0556,0620,1753,1816,1843,1910
0503,0530,0557,0620,1752,1816,1842,1909
0504,0531,0557,0621,1751,1815,1841,1908
0504,0531,0558,0621,1750,1814,1841,1907
0505,0532,0558,0622,1750,1813,1840,1906
0505,0532,0559,0622,1749,1812,1839,1906
0506,0533,0559,0623,1748,1811,1838,1905
0506,0533,0600,0623,1747,1810,1837,1904
0507,0534,0601,0624,1746,1810,1836,1903
0507,0534,0601,0624,1745,1809,1836,1903
0508,0535,0602,0625,1745,1808,1835,1902
0508,0535,0602,0626,1744,1807,1834,1901
0509,0536,0603,0626,1743,1806,1834,1900
0509,0536,0603,0627,1742,1806,1833,1900
0510,0537,0604,0627,1741,1805,1832,1859
0510,0537,0604,0628,1741,1804,1832,1858
0511,0538,0605,0629,1740,1804,1831,1858
0511,0538,0606,0629,1739,1803,1830,1857
0512,0539,0606,0630,1739,1802,1830,1857
0512,0539,0607,0631,1738,1802,1829,1856
0513,0540,0607,0631,1737,1801,1829,1856
0513,0541,0608,0632,1737,1801,1828,1855
0514,0541,0609,0633,1736,1800,1828,1855
0515,0542,0609,0633,1736,1800,1827,1854
0515,0542,0610,0634,1735,1759,1827,1854
0516,0543,0611,0635,1735,1759,1826,1853
0516,0544,0611,0635,1734,1758,1826,1853
0517,0544,0612,0636,1734,1758,1825,1853
0517,0545,0612,0637,1733,1757,1825,1852
0518,0545,0613,0637,1733,1757,1825,1852
0519,0546,0614,0638,1732,1757,1824,1852
0519,0547,0614,0639,1732,1756,1824,1852
0520,0547,0615,0639,1732,1756,1824,1851
0520,0548,0616,0640,1731,1756,1824,1851
0521,0549,0617,0641,1731,1755,1823,1851
0522,0549,0617,0642,1731,1755,1823,1851
0522,0550,0618,0642,1730,1755,1823,1851
0523,0551,0619,0643,1730,1755,1823,1850
0524,0551,0619,0644,1730,1755,1823,1850
0524,0552,0620,0645,1730,1754,1823,1850
0525,0553,0621,0645,1730,1754,1822,1850
0525,0553,0621,0646,1730,1754,1822,1850
0526,0554,0622,0647,1729,1754,1822,1850
0527,0555,0623,0648,1729,1754,1822,1850
0527,0555,0623,0648,1729,1754,1822,1850
0528,0556,0624,0649,1729,1754,1822,1850
0529,0557,0625,0650,1729,1754,1823,1850
0529,0557,0626,0650,1729,1754,1823,1851
0530,0558,0626,0651,1729,1754,1823,1851
0531,0558,0627,0652,1729,1754,1823,1851
0531,0559,0628,0653,1730,1755,1823,1851
0532,0600,0628,0653,1730,1755,1823,1851
0532,0600,0629,0654,1730,1755,1823,1851
0533,0601,0630,0655,1730,1755,1824,1852
0534,0602,0630,0655,1730,1755,1824,1852
0534,0602,0631,0656,1730,1756,1824,1852
0535,0603,0632,0657,1731,1756,1824,1853
0535,0604,0632,0657,1731,1756,1825,1853
0536,0604,0633,0658,1731,1756,1825,1853
0537,0605,0633,0659,1732,1757,1825,1854
0537,0605,0634,0659,1732,1757,1826,1854
0538,0606,0635,0700,1732,1757,1826,1854
0538,0607,0635,0700,1733,1758,1827,1855
0539,0607,0636,0701,1733,1758,1827,1855
0539,0608,0636,0702,1734,1759,1827,1856
0540,0608,0637,0702,1734,1759,1828,1856
0540,0609,0637,0703,1734,1800,1828,1857
0541,0609,0638,0703,1735,1800,1829,1857
0541,0610,0638,0704,1735,1801,1829,1858
0542,0610,0639,0704,1736,1801,1830,1858
0542,0611,0639,0705,1737,1802,1830,1859
0543,0611,0640,0705,1737,1802,1831,1859
0543,0612,0640,0705,1738,1803,1832,1900
0544,0612,0641,0706,1738,1803,1832,1900
0544,0612,0641,0706,1739,1804,1833,1901
0545,0613,0641,0707,1739,1805,1833,1901
0545,0613,0642,0707,1740,1805,1834,1902
0545,0613,0642,0707,1741,1806,1834,1903
