astro_beg,naut_beg,civ_beg,rise,set,civ_end,naut_end,astro_end
0526,0559,0632,0702,1722,1752,1825,1858
0525,0558,0631,0701,1723,1753,1826,1859
0524,0557,0630,0659,1725,1754,1828,1901
0522,0555,0629,0658,1726,1755,1829,1902
0521,0554,0627,0657,1727,1757,1830,1903
0520,0553,0626,0655,1729,1758,1831,1904
0519,0551,0625,0654,1730,1759,1832,1905
0517,0550,0623,0652,1731,1800,1834,1907
0516,0549,0622,0651,1733,1802,1835,1908
0514,0547,0620,0649,1734,1803,1836,1909
0513,0546,0619,0648,1735,1804,1837,1910
0512,0544,0617,0646,1737,1805,1839,1911
0510,0543,0616,0645,1738,1807,1840,1913
0509,0541,0614,0643,1739,1808,1841,1914
0507,0540,0613,0642,1740,1809,1842,1915
0506,0538,0611,0640,1742,1810,1843,1916
0504,0537,0610,0638,1743,1812,1845,1918
0502,0535,0608,0637,1744,1813,1846,1919
0501,0534,0607,0635,1746,1814,1847,1920
0459,0532,0605,0634,1747,1815,1848,1921
0458,0531,0603,0632,1748,1817,1850,1922
0456,0529,0602,0630,1749,1818,1851,1924
0454,0527,0600,0629,1751,1819,1852,1925
0453,0526,0559,0627,1752,1820,1853,1926
0451,0524,0557,0625,1753,1821,1854,1927
0449,0522,0555,0623,1754,1823,1856,1929
0447,0521,0553,0622,1756,1824,1857,1930
0446,0519,0552,0620,1757,1825,1858,1931
0444,0517,0550,0618,1758,1826,1859,1933
0442,0515,0548,0617,1759,1827,1900,1934
0440,0514,0547,0615,1800,1829,1902,1935
0439,0512,0545,0613,1802,1830,1903,1936
0437,0510,0543,0611,1803,1831,1904,1938
0435,0508,0541,0610,1804,1832,1905,1939
0433,0507,0540,0608,1805,1833,1907,1940
0431,0505,0538,0606,1806,1835,1908,1942
0429,0503,0536,0604,1808,1836,1909,1943
0427,0501,0534,0603,1809,1837,1910,1944
0425,0459,0532,0601,1810,1838,1912,1946
0423,0457,0531,0559,1811,1839,1913,1947
0421,0456,0529,0557,1812,1841,1914,1948
0420,0454,0527,0555,1813,1842,1915,1950
0418,0452,0525,0554,1815,1843,1917,1951
0416,0450,0523,0552,1816,1844,1918,1952
0414,0448,0522,0550,1817,1845,1919,1954
0412,0446,0520,0548,1818,1847,1920,1955
0410,0444,0518,0547,1819,1848,1922,1957
0408,0443,0516,0545,1820,1849,1923,1958
0406,0441,0514,0543,1822,1850,1924,1959
0404,0439,0513,0541,1823,1852,1926,2001
0402,0437,0511,0540,1824,1853,1927,2002
0400,0435,0509,0538,1825,1854,1928,2004
0358,0433,0507,0536,1826,1855,1929,2005
0355,0431,0505,0534,1827,1856,1931,2007
0353,0429,0504,0533,1829,1858,1932,2008
0351,0427,0502,0531,1830,1859,1933,2010
0349,0426,0500,0529,1831,1900,1935,2011
0347,0424,0458,0527,1832,1901,1936,2013
0345,0422,0457,0526,1833,1902,1937,2014
0343,0420,0455,0524,1834,1904,1939,2016
0341,0418,0453,0522,1836,1905,1940,2017
0339,0416,0451,0521,1837,1906,1942,2019
0337,0414,0450,0519,1838,1907,1943,2020
0335,0412,0448,0517,1839,1909,1944,2022
0333,0410,0446,0516,1840,1910,1946,2024
0331,0409,0444,0514,1841,1911,1947,2025
0329,0407,0443,0512,1843,1912,1948,2027
0326,0405,0441,0511,1844,1914,1950,2029
0324,0403,0439,0509,1845,1915,1951,2030
0322,0401,0438,0508,1846,1916,1953,2032
0320,0359,0436,0506,1847,1917,1954,2034
0318,0358,0434,0504,1848,1919,1956,2035
0316,0356,0433,0503,1850,1920,1957,2037
0314,0354,0431,0501,1851,1921,1958,2039
0312,0352,0429,0500,1852,1922,2000,2040
0310,0351,0428,0458,1853,1924,2001,2042
0308,0349,0426,0457,1854,1925,2003,2044
0306,0347,0425,0455,1855,1926,2004,2045
0304,0345,0423,0454,1856,1927,2006,2047
0302,0344,0422,0453,1858,1929,2007,2049
0300,0342,0420,0451,1859,1930,2008,2051
0258,0340,0419,0450,1900,1931,2010,2053
0256,0339,0417,0449,1901,1933,2011,2054
0254,0337,0416,0447,1902,1934,2013,2056
0252,0335,0414,0446,1903,1935,2014,2058
0250,0334,0413,0445,1904,1936,2016,2100
0248,0332,0412,0443,1906,1938,2017,2101
0246,0331,0410,0442,1907,1939,2019,2103
0244,0329,0409,0441,1908,1940,2020,2105
0243,0328,0408,0440,1909,1941,2021,2107
0241,0326,0406,0439,1910,1942,2023,2109
0239,0325,0405,0437,1911,1944,2024,2110
0237,0323,0404,0436,1912,1945,2026,2112
0235,0322,0403,0435,1913,1946,2027,2114
0234,0320,0401,0434,1914,1947,2028,2116
0232,0319,0400,0433,1915,1948,2030,2117
0230,0318,0359,0432,1916,1950,2031,2119
0228,0316,0358,0431,1917,1951,2033,2121
0227,0315,0357,0430,1918,1952,2034,2123
0225,0314,0356,0429,1919,1953,2035,2124
0224,0313,0355,0428,1920,1954,2037,2126
0222,0312,0354,0428,1921,1955,2038,2128
0220,0310,0353,0427,1922,1956,2039,2129
0219,0309,0352,0426,1923,1957,2040,2131
0218,0308,0351,0425,1924,1958,2042,2133
0216,0307,0351,0424,1925,1959,2043,2134
0215,0306,0350,0424,1926,2000,2044,2136
0213,0305,0349,0423,1927,2001,2045,2137
0212,0304,0348,0423,1928,2002,2046,2139
0211,0304,0348,0422,1929,2003,2047,2140
0210,0303,0347,0421,1930,2004,2048,2142
0209,0302,0346,0421,1930,2005,2050,2143
0208,0301,0346,0420,1931,2006,2051,2145
0207,0301,0345,0420,1932,2007,2052,2146
0206,0300,0345,0420,1933,2007,2052,2147
0205,0259,0344,0419,1933,2008,2053,2148
0204,0259,0344,0419,1934,2009,2054,2150
0203,0258,0344,0419,1935,2010,2055,2151
0202,0258,0343,0418,1935,2010,2056,2152
0202,0257,0343,0418,1936,2011,2057,2153
0201,0257,0343,0418,1936,2012,2057,2154
0200,0257,0343,0418,1937,2012,2058,2155
0200,0257,0342,0418,1937,2013,2059,2155
0200,0256,0342,0418,1938,2013,2059,2156
0159,0256,0342,0418,1938,2014,2100,2157
0159,0256,0342,0418,1939,2014,2100,2157
0159,0256,0342,0418,1939,2015,2101,2158
0159,0256,0342,0418,1940,2015,2101,2159
0159,0256,0342,0418,1940,2015,2102,2159
0159,0256,0342,0418,1940,2016,2102,2159
0159,0256,0343,0418,1940,2016,2102,2200
0159,0256,0343,0418,1941,2016,2102,2200
0159,0257,0343,0418,1941,2016,2102,2200
0200,0257,0343,0419,1941,2016,2103,2200
0200,0257,0344,0419,1941,2016,2103,2200
0200,0258,0344,0419,1941,2017,2103,2200
0201,0258,0344,0420,1941,2017,2103,2200
0202,0259,0345,0420,1941,2016,2102,2159
0202,0259,0345,0421,1941,2016,2102,2159
0203,0300,0346,0421,1941,2016,2102,2159
0204,0300,0346,0421,1941,2016,2102,2158
0205,0301,0347,0422,1941,2016,2102,2158
0205,0302,0347,0423,1941,2016,2101,2157
0206,0302,0348,0423,1940,2015,2101,2157
0207,0303,0349,0424,1940,2015,2100,2156
0209,0304,0349,0424,1940,2015,2100,2155
0210,0305,0350,0425,1939,2014,2059,2154
0211,0306,0351,0426,1939,2014,2059,2153
0212,0307,0352,0426,1939,2013,2058,2152
0213,0308,0352,0427,1938,2013,2058,2151
0215,0308,0353,0428,1938,2012,2057,2150
0216,0310,0354,0429,1937,2012,2056,2149
0217,0311,0355,0429,1937,2011,2055,2148
0219,0312,0356,0430,1936,2010,2054,2147
0220,0313,0357,0431,1936,2010,2053,2146
0222,0314,0358,0432,1935,2009,2053,2144
0223,0315,0359,0433,1934,2008,2052,2143
0225,0316,0400,0434,1933,2007,2051,2141
0226,0317,0401,0434,1933,2006,2049,2140
0228,0319,0402,0435,1932,2006,2048,2139
0230,0320,0403,0436,1931,2005,2047,2137
0231,0321,0404,0437,1930,2004,2046,2135
0233,0322,0405,0438,1929,2003,2045,2134
0235,0324,0406,0439,1928,2002,2044,2132
0236,0325,0407,0440,1927,2001,2042,2131
0238,0326,0408,0441,1927,2000,2041,2129
0240,0327,0409,0442,1925,1958,2040,2127
0241,0329,0410,0443,1924,1957,2038,2125
0243,0330,0411,0444,1923,1956,2037,2124
0245,0332,0412,0445,1922,1955,2036,2122
0247,0333,0414,0446,1921,1954,2034,2120
0248,0334,0415,0447,1920,1952,2033,2118
0250,0336,0416,0448,1919,1951,2031,2116
0252,0337,0417,0449,1918,1950,2030,2114
0254,0338,0418,0450,1916,1948,2028,2113
0255,0340,0419,0451,1915,1947,2027,2111
0257,0341,0421,0453,1914,1946,2025,2109
0259,0343,0422,0454,1913,1944,2023,2107
0300,0344,0423,0455,1911,1943,2022,2105
0302,0345,0424,0456,1910,1941,2020,2103
0304,0347,0425,0457,1909,1940,2018,2101
0305,0348,0427,0458,1907,1938,2017,2059
0307,0349,0428,0459,1906,1937,2015,2057
0309,0351,0429,0500,1904,1935,2013,2055
0311,0352,0430,0501,1903,1934,2012,2053
0312,0354,0431,0502,1901,1932,2010,2051
0314,0355,0433,0503,1900,1931,2008,2049
0316,0356,0434,0504,1858,1929,2006,2047
0317,0358,0435,0506,1857,1927,2004,2045
0319,0359,0436,0507,1855,1926,2003,2043
0320,0400,0437,0508,1854,1924,2001,2040
0322,0402,0439,0509,1852,1922,1959,2038
0324,0403,0440,0510,1851,1921,1957,2036
0325,0404,0441,0511,1849,1919,1955,2034
0327,0406,0442,0512,1847,1917,1953,2032
0328,0407,0443,0513,1846,1916,1952,2030
0330,0408,0444,0514,1844,1914,1950,2028
0332,0410,0446,0515,1843,1912,1948,2026
0333,0411,0447,0516,1841,1910,1946,2024
0335,0412,0448,0518,1839,1909,1944,2022
0336,0414,0449,0519,1837,1907,1942,2019
0338,0415,0450,0520,1836,1905,1940,2017
0339,0416,0452,0521,1834,1903,1938,2015
0341,0418,0453,0522,1832,1902,1936,2013
0342,0419,0454,0523,1831,1900,1935,2011
0344,0420,0455,0524,1829,1858,1933,2009
0345,0421,0456,0525,1827,1856,1931,2007
0346,0423,0457,0526,1825,1854,1929,2005
0348,0424,0458,0527,1824,1852,1927,2003
0349,0425,0500,0528,1822,1851,1925,2001
0351,0426,0501,0530,1820,1849,1923,1959
0352,0428,0502,0531,1818,1847,1921,1957
0353,0429,0503,0532,1816,1845,1919,1954
0355,0430,0504,0533,1815,1843,1917,1952
0356,0431,0505,0534,1813,1842,1915,1950
0357,0432,0506,0535,1811,1840,1913,1948
0359,0434,0507,0536,1809,1838,1911,1946
0400,0435,0509,0537,1807,1836,1910,1944
0401,0436,0510,0538,1806,1834,1908,1942
0403,0437,0511,0539,1804,1832,1906,1940
0404,0438,0512,0540,1802,1830,1904,1938
0405,0440,0513,0542,1800,1829,1902,1936
0407,0441,0514,0543,1758,1827,1900,1934
0408,0442,0515,0544,1757,1825,1858,1932
0409,0443,0516,0545,1755,1823,1856,1930
0410,0444,0518,0546,1753,1821,1855,1928
0412,0446,0519,0547,1751,1820,1853,1926
0413,0447,0520,0548,1749,1818,1851,1924
0414,0448,0521,0549,1748,1816,1849,1923
0415,0449,0522,0550,1746,1814,1847,1921
0417,0450,0523,0552,1744,1812,1845,1919
0418,0451,0524,0553,1742,1811,1844,1917
0419,0452,0525,0554,1740,1809,1842,1915
0420,0454,0527,0555,1739,1807,1840,1913
0421,0455,0528,0556,1737,1805,1838,1911
0423,0456,0529,0557,1735,1803,1836,1910
0424,0457,0530,0558,1733,1802,1835,1908
0425,0458,0531,0559,1732,1800,1833,1906
0426,0459,0532,0601,1730,1758,1831,1904
0427,0500,0533,0602,1728,1757,1829,1902
0429,0502,0535,0603,1726,1755,1828,1901
0430,0503,0536,0604,1725,1753,1826,1859
0431,0504,0537,0605,1723,1752,1824,1857
0432,0505,0538,0606,1721,1750,1823,1856
0433,0506,0539,0608,1720,1748,1821,1854
0434,0507,0540,0609,1718,1747,1819,1852
0436,0508,0541,0610,1716,1745,1818,1851
0437,0510,0543,0611,1715,1743,1816,1849
0438,0511,0544,0612,1713,1742,1815,1848
0439,0512,0545,0614,1711,1740,1813,1846
0440,0513,0546,0615,1710,1739,1812,1844
0441,0514,0547,0616,1708,1737,1810,1843
0442,0515,0548,0617,1707,1736,1809,1842
0444,0516,0550,0618,1705,1734,1807,1840
0445,0518,0551,0620,1704,1733,1806,1839
0446,0519,0552,0621,1702,1731,1804,1837
0447,0520,0553,0622,1701,1730,1803,1836
0448,0521,0554,0623,1659,1728,1802,1834
0449,0522,0556,0625,1658,1727,1800,1833
0450,0523,0557,0626,1656,1726,1759,1832
0452,0525,0558,0627,1655,1724,1758,1830
0453,0526,0559,0628,1654,1723,1756,1829
0454,0527,0600,0630,1652,1722,1755,1828
0455,0528,0602,0631,1651,1720,1754,1827
0456,0529,0603,0632,1649,1719,1753,1826
0457,0530,0604,0634,1648,1718,1751,1824
0458,0531,0605,0635,1647,1717,1750,1823
0459,0533,0606,0636,1646,1715,1749,1822
0501,0534,0608,0637,1644,1714,1748,1821
0502,0535,0609,0639,1643,1713,1747,1820
0503,0536,0610,0640,1642,1712,1746,1819
0504,0537,0611,0641,1641,1711,1745,1818
0505,0538,0612,0643,1640,1710,1744,1817
0506,0540,0614,0644,1639,1709,1743,1816
0507,0541,0615,0645,1638,1708,1742,1815
0508,0542,0616,0646,1637,1707,1741,1815
0509,0543,0617,0648,1636,1706,1740,1814
0510,0544,0618,0649,1635,1705,1740,1813
0512,0545,0620,0650,1634,1704,1739,1812
0513,0546,0621,0651,1633,1704,1738,1812
0514,0547,0622,0653,1632,1703,1737,1811
0515,0549,0623,0654,1631,1702,1737,1810
0516,0550,0624,0655,1630,1701,1736,1810
0517,0551,0625,0656,1630,1701,1735,1809
0518,0552,0627,0658,1629,1700,1735,1809
0519,0553,0628,0659,1628,1659,1734,1808
0520,0554,0629,0700,1628,1659,1734,1808
0521,0555,0630,0701,1627,1658,1733,1807
0522,0556,0631,0703,1626,1658,1733,1807
0523,0557,0632,0704,1626,1657,1732,1806
0524,0558,0633,0705,1625,1657,1732,1806
0525,0559,0634,0706,1625,1656,1732,1806
0526,0600,0635,0707,1624,1656,1731,1805
0527,0601,0637,0708,1624,1656,1731,1805
0528,0602,0638,0709,1624,1656,1731,1805
0529,0603,0639,0710,1623,1655,1731,1805
0530,0604,0640,0711,1623,1655,1731,1805
0531,0605,0641,0712,1623,1655,1730,1805
0532,0606,0641,0713,1623,1655,1730,1805
0532,0607,0642,0714,1623,1655,1730,1805
0533,0608,0643,0715,1623,1655,1730,1805
0534,0609,0644,0716,1622,1655,1730,1805
0535,0609,0645,0717,1622,1655,1730,1805
0536,0610,0646,0718,1622,1655,1731,1805
0536,0611,0647,0719,1623,1655,1731,1805
0537,0612,0648,0720,1623,1655,1731,1805
0538,0612,0648,0721,1623,1655,1731,1806
0539,0613,0649,0721,1623,1655,1731,1806
0539,0614,0650,0722,1623,1656,1732,1806
0540,0615,0650,0723,1624,1656,1732,1806
0541,0615,0651,0724,1624,1656,1732,1807
0541,0616,0652,0724,1624,1657,1733,1807
0542,0616,0652,0725,1625,1657,1733,1808
0542,0617,0653,0725,1625,1658,1734,1808
0543,0617,0653,0726,1626,1658,1734,1809
0543,0618,0654,0726,1626,1659,1735,1809
0544,0618,0654,0727,1627,1659,1735,1810
0544,0619,0655,0727,1627,1700,1736,1810
0545,0619,0655,0728,1628,1700,1736,1811
0545,0620,0656,0728,1629,1701,1737,1811
0545,0620,0656,0728,1629,1702,1738,1812
0546,0620,0656,0729,1630,1702,1738,1813
0546,0621,0656,0729,1631,1703,1739,1813
0546,0621,0657,0729,1631,1704,1740,1814
0546,0621,0657,0729,1632,1705,1740,1815
