astro_beg,naut_beg,civ_beg,rise,set,civ_end,naut_end,astro_end
0000,0200,0313,0401,2011,2059,2210,2400
0000,0204,0315,0402,2009,2057,2207,2400
0000,0207,0317,0404,2008,2055,2203,2400
0000,0210,0319,0406,2006,2052,2200,2400
0000,0213,0321,0408,2004,2050,2157,2400
0000,0216,0323,0409,2002,2048,2154,2400
0000,0220,0325,0411,2000,2046,2150,2400
0000,0223,0327,0413,1958,2043,2147,2400
0000,0226,0330,0415,1956,2041,2144,2349
0024,0229,0332,0417,1954,2039,2141,2332
0041,0232,0334,0419,1952,2036,2137,2321
0051,0235,0336,0420,1950,2034,2134,2312
0100,0238,0338,0422,1948,2031,2131,2304
0108,0241,0340,0424,1946,2029,2128,2257
0115,0244,0343,0426,1943,2026,2125,2250
0121,0246,0345,0428,1941,2024,2121,2244
0127,0249,0347,0430,1939,2021,2118,2238
0132,0252,0349,0431,1937,2019,2115,2233
0138,0255,0351,0433,1935,2016,2112,2227
0142,0258,0353,0435,1932,2014,2109,2222
0147,0300,0355,0437,1930,2011,2106,2217
0152,0303,0357,0439,1928,2009,2103,2212
0156,0306,0400,0441,1925,2006,2100,2208
0200,0308,0402,0443,1923,2004,2057,2203
0204,0311,0404,0445,1921,2001,2053,2159
0208,0314,0406,0446,1918,1959,2050,2154
0212,0316,0408,0448,1916,1956,2047,2150
0216,0319,0410,0450,1914,1953,2044,2146
0220,0321,0412,0452,1911,1951,2041,2142
0223,0324,0414,0454,1909,1948,2038,2138
0227,0326,0416,0456,1906,1946,2035,2134
0230,0329,0418,0458,1904,1943,2032,2130
0233,0331,0420,0500,1901,1940,2029,2126
0237,0334,0423,0501,1859,1938,2026,2122
0240,0336,0425,0503,1857,1935,2023,2118
0243,0339,0427,0505,1854,1932,2020,2115
0246,0341,0429,0507,1852,1930,2017,2111
0249,0343,0431,0509,1849,1927,2014,2107
0252,0346,0433,0511,1847,1924,2011,2104
0255,0348,0435,0513,1844,1922,2008,2100
0258,0350,0437,0514,1841,1919,2005,2057
0301,0352,0439,0516,1839,1916,2002,2053
0303,0355,0441,0518,1836,1914,1959,2050
0306,0357,0443,0520,1834,1911,1956,2047
0309,0359,0445,0522,1831,1908,1954,2043
0312,0401,0447,0524,1829,1906,1951,2040
0314,0403,0449,0526,1826,1903,1948,2037
0317,0406,0451,0527,1824,1900,1945,2033
0319,0408,0452,0529,1821,1858,1942,2030
0322,0410,0454,0531,1818,1855,1939,2027
0324,0412,0456,0533,1816,1852,1936,2024
0327,0414,0458,0535,1813,1850,1934,2021
0329,0416,0500,0537,1811,1847,1931,2017
0332,0418,0502,0539,1808,1845,1928,2014
0334,0421,0504,0541,1806,1842,1925,2011
0337,0423,0506,0542,1803,1839,1922,2008
0339,0425,0508,0544,1800,1837,1920,2005
0341,0427,0510,0546,1758,1834,1917,2002
0343,0429,0512,0548,1755,1831,1914,1959
0346,0431,0514,0550,1753,1829,1911,1956
0348,0433,0516,0552,1750,1826,1909,1953
0350,0435,0517,0554,1748,1824,1906,1951
0352,0437,0519,0556,1745,1821,1903,1948
0355,0439,0521,0557,1743,1819,1901,1945
0357,0441,0523,0559,1740,1816,1858,1942
0359,0443,0525,0601,1737,1813,1856,1939
0401,0445,0527,0603,1735,1811,1853,1936
0403,0447,0529,0605,1732,1808,1850,1934
0405,0449,0531,0607,1730,1806,1848,1931
0407,0451,0533,0609,1727,1803,1845,1928
0409,0453,0535,0611,1725,1801,1843,1926
0411,0454,0536,0613,1722,1758,1840,1923
0413,0456,0538,0615,1720,1756,1838,1920
0415,0458,0540,0616,1717,1754,1835,1918
0417,0500,0542,0618,1715,1751,1833,1915
0419,0502,0544,0620,1712,1749,1830,1913
0421,0504,0546,0622,1710,1746,1828,1910
0423,0506,0548,0624,1707,1744,1826,1908
0425,0508,0550,0626,1705,1742,1823,1905
0427,0510,0552,0628,1703,1739,1821,1903
0429,0512,0554,0630,1700,1737,1819,1901
0431,0513,0555,0632,1658,1735,1816,1858
0433,0515,0557,0634,1655,1732,1814,1856
0435,0517,0559,0636,1653,1730,1812,1854
0437,0519,0601,0638,1651,1728,1810,1852
0439,0521,0603,0640,1648,1725,1807,1849
0441,0523,0605,0642,1646,1723,1805,1847
0443,0525,0607,0644,1644,1721,1803,1845
0445,0526,0609,0646,1642,1719,1801,1843
0446,0528,0611,0648,1639,1717,1759,1841
0448,0530,0613,0650,1637,1715,1757,1839
0450,0532,0614,0652,1635,1713,1755,1837
0452,0534,0616,0654,1633,1710,1753,1835
0454,0536,0618,0656,1630,1708,1751,1833
0455,0537,0620,0658,1628,1706,1749,1831
0457,0539,0622,0700,1626,1704,1747,1829
0459,0541,0624,0702,1624,1702,1745,1827
0501,0543,0626,0704,1622,1701,1743,1825
0503,0545,0628,0706,1620,1659,1742,1824
0504,0546,0630,0709,1618,1657,1740,1822
0506,0548,0631,0711,1616,1655,1738,1820
0508,0550,0633,0713,1614,1653,1736,1819
0509,0552,0635,0715,1612,1651,1735,1817
0511,0554,0637,0717,1610,1650,1733,1815
0513,0555,0639,0719,1608,1648,1732,1814
0515,0557,0641,0721,1606,1646,1730,1812
0516,0559,0643,0723,1604,1645,1728,1811
0518,0600,0645,0725,1603,1643,1727,1809
0520,0602,0646,0727,1601,1641,1726,1808
0521,0604,0648,0729,1559,1640,1724,1807
0523,0605,0650,0731,1558,1638,1723,1805
0524,0607,0652,0733,1556,1637,1721,1804
0526,0609,0654,0735,1554,1636,1720,1803
0528,0610,0655,0737,1553,1634,1719,1802
0529,0612,0657,0739,1551,1633,1718,1801
0531,0614,0659,0740,1550,1632,1717,1800
0532,0615,0700,0742,1549,1630,1716,1759
0534,0617,0702,0744,1547,1629,1715,1758
0535,0618,0704,0746,1546,1628,1714,1757
0537,0620,0705,0748,1545,1627,1713,1756
0538,0621,0707,0750,1543,1626,1712,1755
0539,0623,0709,0752,1542,1625,1711,1754
0541,0624,0710,0753,1541,1624,1710,1754
0542,0626,0712,0755,1540,1623,1709,1753
0544,0627,0713,0757,1539,1622,1709,1752
0545,0629,0715,0758,1538,1622,1708,1752
0546,0630,0716,0800,1537,1621,1707,1751
0547,0631,0718,0802,1536,1620,1707,1751
0549,0633,0719,0803,1536,1620,1706,1750
0550,0634,0720,0805,1535,1619,1706,1750
0551,0635,0722,0806,1534,1619,1705,1749
0552,0636,0723,0808,1534,1618,1705,1749
0553,0637,0724,0809,1533,1618,1705,1749
0554,0639,0726,0810,1533,1617,1705,1749
0555,0640,0727,0812,1532,1617,1704,1749
0556,0641,0728,0813,1532,1617,1704,1748
0557,0642,0729,0814,1532,1617,1704,1748
0558,0643,0730,0815,1532,1617,1704,1748
0559,0644,0731,0816,1531,1617,1704,1748
0600,0644,0732,0817,1531,1617,1704,1749
0601,0645,0733,0818,1531,1617,1704,1749
0602,0646,0734,0819,1532,1617,1704,1749
0602,0647,0734,0820,1532,1617,1705,1749
0603,0648,0735,0821,1532,1617,1705,1749
0604,0648,0736,0821,1532,1618,1705,1750
0604,0649,0737,0822,1532,1618,1706,1750
0605,0649,0737,0823,1533,1618,1706,1751
0605,0650,0738,0823,1533,1619,1707,1751
0606,0650,0738,0824,1534,1619,1707,1752
0606,0651,0739,0824,1535,1620,1708,1752
0607,0651,0739,0824,1535,1621,1708,1753
0607,0652,0739,0825,1536,1621,1709,1754
0607,0652,0740,0825,1537,1622,1710,1754
0608,0652,0740,0825,1538,1623,1711,1755
0608,0652,0740,0825,1539,1624,1711,1756
0608,0652,0740,0825,1540,1625,1712,1757
0608,0653,0740,0825,1541,1626,1713,1758
0608,0653,0740,0825,1542,1627,1714,1758
